# Ralphy Progress Log

- [✓] 2026-01-22 01:10 - Task 1.1: Extract vote tallying logic from apps/server.bk/src/core/game.ts into apps/server/src/services/vote-tallying.ts as pure functions. Create calculateTallies(votes), hasAllVoted(voters, votes), getWinningTarget(tallies), checkForTie(tallies). All functions must be pure (no side effects). Create vote-tallying.test.ts with tests for correct tallies, null when no winner, tie detection. Must achieve >95% coverage.
- [✓] 2026-01-22 01:13 - Task 1.2: Extract win condition logic from apps/server.bk/src/core/game.ts into apps/server/src/services/win-conditions.ts as pure function. Create checkWinner(aliveWerewolves, aliveVillagers, witchHasPotions) returning 'villagers' | 'werewolves' | null. Test all scenarios: 0 werewolves (villagers win), equal numbers with witch potions (continues), equal numbers without potions (werewolves win), werewolves outnumber (werewolves win). Must achieve >95% coverage.
- [✓] 2026-01-22 01:16 - Task 1.3: Verify apps/server/src/services/role-assignment.ts is complete pure function extracted from Game service. If still inside Game.ts, extract initRolesList(playerCount, rng?) and shuffleArray(array, rng) as standalone pure functions. Ensure role-assignment.test.ts exists with tests for 4/5/6/8/10 player counts, witch at 6+, hunter at 8+, deterministic with seeded RNG. Must achieve >95% coverage.
- [✗] 2026-01-22 01:18 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:22 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
- [✗] 2026-01-22 01:23 - Task 2.1: Read apps/server.bk/src/core/game.ts werewolf voting implementation in full. Extend apps/server/src/services/Game.ts to add werewolf voting state (Map<voterSid, targetSid>) and methods: handleWerewolfVote(voterSid, targetSid), getWerewolfVoteTallies(), hasAllWerewolvesAgreed(), getWerewolfTarget(), clearWerewolfVotes(). Use vote-tallying.ts pure functions internally. Create InvalidVoteError in errors.ts. Add comprehensive tests in game.test.ts for vote recording, tallies, unanimous agreement, invalid voter rejection. Must achieve >90% coverage for voting logic.
